,person,subset,# shots,Feature Set,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,tIndL,AccLDAMulti,tGenL,AccLDAProp,tCLPropL,AccLDALiu,AccLDAVidovic,AccQDAInd,tIndQ,AccQDAMulti,tGenQ,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic
0,10,"[[3, 1], [4, 2], [3, 3], [7, 4], [6, 5], [2, 6], [4, 7], [1, 8], [8, 9], [2, 10], [10, 11], [5, 12]]",24,1,0.9438744316044133,0.5,74.45189690589905,0.926804814284034,0.5,110.03200101852417,0.8606546687532604,0.001431627250550996,0.2335680751173709,0.0017094985389062745,0.8798904538341158,0.0015581008134313591,0.8467005738132499,0.8924752217005738,0.8399191444966093,0.0022368031550523324,0.5797470005216484,0.0018442513641741477,0.864567031820553,0.0016822894849563303,0.712376108502869,0.863849765258216
1,10,"[[3, 1], [10, 2], [9, 3], [3, 4], [7, 5], [3, 6], [8, 7], [5, 8], [7, 9], [7, 10], [3, 11], [1, 12]]",24,1,0.9083313058239139,0.5,67.95463395118713,0.9494933924627104,0.5,97.40914273262024,0.7917318727177882,0.0013068788799072966,0.21531038080333856,0.0012709852395483025,0.8312467396974439,0.0012788367911932303,0.7883411580594679,0.8678925404277517,0.6807511737089202,0.0018188032123901971,0.610980699008868,0.0018063823133318388,0.8623500260824204,0.0017780019985740236,0.7486958789775692,0.8830855503390714
2,10,"[[5, 1], [2, 2], [5, 3], [6, 4], [6, 5], [6, 6], [2, 7], [8, 8], [10, 9], [10, 10], [5, 11], [5, 12]]",24,1,0.9198435825514061,0.5,74.48198461532593,1.0,0.5,98.75851559638977,0.8366588419405321,0.0014208440023222254,0.24165362545644237,0.0015124992492239987,0.8290297339593115,0.0015207410760390988,0.8122717788210746,0.8387454355764214,0.7809076682316118,0.0018497870250735733,0.7080725091288471,0.0019938212760612873,0.8495696400625978,0.001946880690555244,0.7891236306729265,0.8341158059467919
3,10,"[[6, 1], [4, 2], [1, 3], [5, 4], [8, 5], [8, 6], [8, 7], [5, 8], [3, 9], [10, 10], [3, 11], [7, 12]]",24,1,0.8651211971463302,0.5,69.7514111995697,0.9184994743924153,0.5,92.42868947982788,0.8467657798643714,0.0013079827007180275,0.22124413145539906,0.0012977931203479,0.8708920187793427,0.0013106043878544354,0.7629760041731872,0.8675665101721439,0.7052034428794992,0.0017938945339443662,0.5937010954616588,0.001800038585080787,0.8404407929055816,0.001816380860349071,0.6815988523735003,0.8598069900886802
4,10,"[[4, 1], [7, 2], [9, 3], [8, 4], [8, 5], [5, 6], [2, 7], [1, 8], [3, 9], [2, 10], [3, 11], [10, 12]]",24,1,0.9750043688393251,0.5,73.3138792514801,0.911397431668067,0.5,94.56135702133179,0.8347026604068858,0.0014378343265256848,0.272887323943662,0.0012898105752922062,0.8398539384454877,0.0013900737807224614,0.8470918101199791,0.8604590505998957,0.7548252477829943,0.0017402167891112852,0.6352373500260824,0.00173563589077165,0.7914058424621805,0.0017502163777328992,0.7207224830464267,0.802490871152843
5,10,"[[3, 1], [9, 1], [4, 2], [6, 2], [3, 3], [4, 3], [7, 4], [2, 4], [6, 5], [3, 5], [2, 6], [9, 6], [4, 7], [3, 7], [1, 8], [10, 8], [8, 9], [9, 9], [2, 10], [3, 10], [10, 11], [8, 11], [5, 12], [10, 12]]",48,1,0.9357400035578053,0.5844756805413586,91.84931111335754,0.9232755952181358,0.5851084421419668,135.85789251327515,0.9376467136150235,0.001710597705533247,0.28587147887323944,0.0017061944473797167,0.9327318075117371,0.001672210093115417,0.9061032863849765,0.9442488262910798,0.899281103286385,0.002165599870429912,0.8851232394366197,0.0021421408604288326,0.9348591549295775,0.0021914925968423136,0.7703931924882629,0.9168133802816901
6,10,"[[3, 1], [10, 1], [10, 2], [6, 2], [9, 3], [4, 3], [3, 4], [5, 4], [7, 5], [5, 5], [3, 6], [8, 6], [8, 7], [10, 7], [5, 8], [4, 8], [7, 9], [1, 9], [7, 10], [10, 10], [3, 11], [6, 11], [1, 12], [8, 12]]",48,1,0.9538515251548869,0.5858326057429555,74.68051147460938,0.943142074558217,0.5849845013609453,100.38626646995544,0.961487676056338,0.0014559152085736324,0.299662558685446,0.0016323321372130667,0.974325117370892,0.0017694803610653945,0.9064700704225352,0.975718896713615,0.8848298122065728,0.0020777837771205274,0.8700117370892019,0.001972006677601819,0.9504841549295775,0.002145961556636112,0.7785357981220657,0.9262764084507042
7,10,"[[5, 1], [2, 1], [2, 2], [7, 2], [5, 3], [10, 3], [6, 4], [10, 4], [6, 5], [4, 5], [6, 6], [5, 6], [2, 7], [7, 7], [8, 8], [7, 8], [10, 9], [4, 9], [10, 10], [2, 10], [5, 11], [3, 11], [5, 12], [10, 12]]",48,1,1.0,0.5854972280096504,121.31208395957947,0.915793046859586,0.5846010315975584,141.98843955993652,0.9671361502347418,0.00211086201136101,0.31558098591549294,0.0020935195957271146,0.9630281690140845,0.002153945308475987,0.9436619718309859,0.9614143192488263,0.93581279342723,0.002558669084114648,0.8701584507042254,0.0026128728275008044,0.9467429577464789,0.0031544971738902616,0.6881602112676056,0.8914319248826291
8,10,"[[6, 1], [5, 1], [4, 2], [9, 2], [1, 3], [6, 3], [5, 4], [10, 4], [8, 5], [4, 5], [8, 6], [9, 6], [8, 7], [5, 7], [5, 8], [2, 8], [3, 9], [5, 9], [10, 10], [6, 10], [3, 11], [8, 11], [7, 12], [3, 12]]",48,1,0.9707461916476121,0.5844756805413586,96.99583196640015,0.9724339144009222,0.5847253164055406,121.67944478988647,0.9810005868544601,0.0018555085598862787,0.3074383802816901,0.0020120898217942233,0.9804870892018779,0.0019389166203742855,0.9487969483568075,0.9778462441314554,0.9341989436619719,0.00247907816943988,0.8800616197183099,0.002309542866380002,0.9630281690140845,0.0021764132338510434,0.8350205399061033,0.9757922535211268
9,10,"[[4, 1], [9, 1], [7, 2], [4, 2], [9, 3], [8, 3], [8, 4], [5, 4], [8, 5], [5, 5], [5, 6], [8, 6], [2, 7], [7, 7], [1, 8], [5, 8], [3, 9], [2, 9], [2, 10], [8, 10], [3, 11], [7, 11], [10, 12], [9, 12]]",48,1,0.9451061121763095,0.5846010315975584,90.58884930610657,0.9479009512468891,0.585454271982041,110.31724309921265,0.9551056338028169,0.0017319450356031248,0.32526408450704225,0.00159659313623894,0.9463028169014085,0.0016258745651010057,0.9067634976525821,0.948650234741784,0.8974471830985915,0.002199725470912289,0.8215962441314554,0.002045201041468992,0.9467429577464789,0.0020885188569765138,0.7984154929577465,0.9300176056338029
10,10,"[[3, 1], [9, 1], [5, 1], [4, 2], [6, 2], [2, 2], [3, 3], [4, 3], [9, 3], [7, 4], [2, 4], [10, 4], [6, 5], [3, 5], [8, 5], [2, 6], [9, 6], [10, 6], [4, 7], [3, 7], [2, 7], [1, 8], [10, 8], [3, 8], [8, 9], [9, 9], [10, 9], [2, 10], [3, 10], [6, 10], [10, 11], [8, 11], [9, 11], [5, 12], [10, 12], [7, 12]]",72,1,0.9772851059886251,0.6486908705863286,91.24855446815491,0.9755443553120958,0.6523083725778698,117.96757578849792,0.9538061703554661,0.0017712314323960017,0.5156773977196513,0.0017490300614109461,0.9354460093896714,0.0017730735597156343,0.925888665325285,0.9536384976525821,0.9522132796780685,0.00226784152204282,0.8852280348759222,0.0022361470020353033,0.9504527162977867,0.0023144203932152587,0.7355801475519785,0.9352783366867874
11,10,"[[3, 1], [10, 1], [7, 1], [10, 2], [6, 2], [4, 2], [9, 3], [4, 3], [6, 3], [3, 4], [5, 4], [4, 4], [7, 5], [5, 5], [8, 5], [3, 6], [8, 6], [5, 6], [8, 7], [10, 7], [9, 7], [5, 8], [4, 8], [6, 8], [7, 9], [1, 9], [3, 9], [7, 10], [10, 10], [6, 10], [3, 11], [6, 11], [5, 11], [1, 12], [8, 12], [2, 12]]",72,1,0.9755875216300484,0.649285515268985,87.01123714447021,0.9705862726161972,0.6520346997749987,110.60582184791565,0.9815560026827632,0.0016080575409869392,0.2996311200536553,0.0016317564836690124,0.9854124748490946,0.0016533221717171826,0.9196847753185782,0.9864185110663984,0.9123071763916835,0.0021118513695111136,0.8940308517773307,0.002094065379488796,0.9391348088531187,0.00208931571680935,0.755617035546613,0.9419014084507042
12,10,"[[5, 1], [2, 1], [6, 1], [2, 2], [7, 2], [1, 2], [5, 3], [10, 3], [6, 3], [6, 4], [10, 4], [9, 4], [6, 5], [4, 5], [9, 5], [6, 6], [5, 6], [4, 6], [2, 7], [7, 7], [6, 7], [8, 8], [7, 8], [10, 8], [10, 9], [4, 9], [1, 9], [10, 10], [2, 10], [9, 10], [5, 11], [3, 11], [9, 11], [5, 12], [10, 12], [1, 12]]",72,1,0.977456340158395,0.6568491400137059,87.62198543548584,0.9371394881699993,0.6566911001350715,113.78188943862915,0.9875083836351441,0.0016484942154785197,0.39436619718309857,0.0017605493086284634,0.9850771294433266,0.0016584673397977588,0.9453386988598256,0.9676391683433937,0.954728370221328,0.002137898539313528,0.9058517773306506,0.002141511056504739,0.9571596244131455,0.0021075349898245573,0.761485580147552,0.9271462105969148
13,10,"[[6, 1], [5, 1], [2, 1], [4, 2], [9, 2], [3, 2], [1, 3], [6, 3], [9, 3], [5, 4], [10, 4], [8, 4], [8, 5], [4, 5], [3, 5], [8, 6], [9, 6], [2, 6], [8, 7], [5, 7], [1, 7], [5, 8], [2, 8], [10, 8], [3, 9], [5, 9], [4, 9], [10, 10], [6, 10], [4, 10], [3, 11], [8, 11], [10, 11], [7, 12], [3, 12], [6, 12]]",72,1,0.9813782795491228,0.6485744278909564,95.95327138900757,0.9466499828386801,0.6516237402461603,145.61369490623474,0.9902749832327297,0.0020048347677183503,0.4294936284372904,0.0019916236440580535,0.9847417840375586,0.001982303032692769,0.9309188464118041,0.9847417840375586,0.9562374245472837,0.0025813039079918146,0.9428236083165661,0.0024805162914002367,0.9770288397048961,0.002459256002201001,0.8687122736418511,0.965878604963112
